P1,E1,E2,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,E3,E4,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24S,M1S,M2,M3,M4,E5S,E6S,E7,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119S,M120,M121S,Target
20,34.714,70.3,Feature3-E,Feature4-G,6,10,11,9,11,14,11,12,5,18,11,30.7,72.71,7,26,26,0,496,Feature23-A,FALSE,Feature25-A,Feature26-A,14,105.96,30.64,19.63,165.03,5.089085979,4.500770864,-0.588315115,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.3,299.9,49.5,18,313,595,3.04,67.5,0.0951,1.0001,18.5442,57.5,30.795,3.4217,1.1615,2.0605,18.5442,3.4217,33.9,2.2602,0.0123,0.1997,48.9,512,16,0.384,67.5,0.0956,0.2499,0,3.421,3.4242,0.094,0.0009,13.4078,16.6217,19.34,77,2.0253,4.7151,57,1.834,2.081,11.87,34,339,204,8,1
28,39,70.5,Feature3-A,Feature4-A,9,9,13,6,9,10,20,47,17,9,9,36.8,70.1,5,26,25,1,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,84.75,139.29,19.63,165.03,6.865365836,5.829042179,-1.036323657,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.4078,16.6217,19.34,77,2.0253,4.7151,57,1.834,2.081,11.87,35,343,203,9,0
21,32.8,70.7,Feature3-A,Feature4-D,6,5,5,5,5,5,5,5,5,5,5,36.7,72.3,5,26,26,0,496,Feature23-A,FALSE,Feature25-A,Feature26-A,14,84.75,139.29,19.63,165.03,4.473504319,6.869148366,2.395644047,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.4078,16.6217,19.34,77,2.0253,4.7151,57,1.834,2.081,11.87,35,343,203,9,0
20,37.5,71.5,Feature3-C,Feature4-C,8,9,23,7,29,14,11,12,12,12,6,36.388,71.528,5,25,25,0,493,Feature23-B,TRUE,Feature25-A,Feature26-A,14,84.75,30.64,19.63,165.03,6.789218336,6.367075647,-0.422142688,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.4078,16.6217,19.34,77,2.0253,4.7151,57,1.834,2.081,11.87,35,337,201,8,0
25,40,70,Feature3-C,Feature4-C,7,5,9,5,8,5,8,6,5,5,12,40,70,6,26,26,0,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,84.75,30.64,19.63,165.03,6.985541724,6.985541724,0,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.4078,16.6217,19.34,77,2.0253,4.7151,57,1.834,2.081,11.87,35,337,201,8,0
20,39,70,Feature3-C,Feature4-D,5,5,36,5,5,5,5,5,5,5,5,39,70,6,25,25,0,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,84.75,30.64,19.63,165.03,6.618307929,6.618307929,0,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.4078,16.6217,19.34,77,2.0253,4.7151,57,1.834,2.081,11.87,35,337,201,8,0
23,38.2,71.6,Feature3-A,Feature4-A,5,5,6,6,7,9,5,10,14,7,8,39.1,71.2,5,26,26,0,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,84.75,139.29,19.63,35.55,7.106994062,7.24840328,0.141409219,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,35,339,202,9,0
20,39.8,70.7,Feature3-C,Feature4-F,5,7,5,5,5,7,5,10,5,5,10,40.4,70,6,26,26,0,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,84.75,139.29,19.63,35.55,7.259389933,7.130150957,-0.129238976,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,35,339,202,9,0
20,38.9,70.9,Feature3-D,Feature4-E,10,35,7,11,9,5,9,37,12,7,12,40.7,71.1,5,26,25,1,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,84.75,139.29,19.63,35.55,7.025657143,7.78377429,0.758117147,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,35,339,202,9,0
20,37.8,72.5,Feature3-D,Feature4-E,6,5,5,5,5,10,10,9,43,10,5,39.1,71.1,5,26,26,0,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,90.49,139.29,19.63,35.55,7.396801314,7.19900109,-0.197800224,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,36,343,201,9,0
26,32.6,70.5,Feature3-C,Feature4-F,5,5,8,8,6,37,5,11,11,12,9,38.3,70,5,26,26,0,458,Feature23-A,FALSE,Feature25-A,Feature26-A,12,109.47,30.64,19.63,81.27,4.289489988,6.356223665,2.066733678,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,346,204,9,0
24,41.95,70.6,Feature3-C,Feature4-D,7,6,6,6,9,14,9,13,13,5,7,40.08,71.52,6,26,26,0,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,84.75,139.29,19.63,35.55,7.977590519,7.767682457,-0.209908062,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,35,339,202,9,0
21,40.8,70.4,Feature3-A,Feature4-A,6,12,8,7,9,8,12,6,6,5,5,39.8,70,5,26,26,0,430,Feature23-A,FALSE,Feature25-B,Feature26-A,10,84.75,30.64,19.63,35.55,7.472126581,6.912753839,-0.559372742,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,35,339,202,9,0
36,39.31,71.59,Feature3-A,Feature4-A,9,5,5,5,5,6,5,5,6,5,5,41.3,71.5,5,26,25,1,494,Feature23-A,FALSE,Feature25-A,Feature26-A,11,69.28,30.64,19.63,43.75,7.519142279,8.196590539,0.67744826,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.3,299.9,49.5,18,313,595,3.04,67.5,0.0951,1.0001,18.5442,57.5,30.795,3.4217,1.1615,2.0605,18.5442,3.4217,33.9,2.2602,0.0123,0.1997,48.9,512,16,0.384,67.5,0.0956,0.2499,0,3.421,3.4242,0.094,0.0009,13.4078,16.6217,19.34,77,2.0253,4.7151,57,1.834,2.081,11.87,34,334,203,8,1
41,35.3,70.9,Feature3-D,Feature4-E,7,10,5,5,5,5,5,7,15,8,13,38.1,71,5,27,27,0,458,Feature23-A,FALSE,Feature25-A,Feature26-A,12,109.47,30.64,19.63,81.27,5.622168536,6.773344673,1.151176137,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,346,204,9,0
20,40,70,Feature3-E,Feature4-G,6,5,7,10,7,5,5,8,5,5,7,40,70,5,27,26,1,458,Feature23-A,FALSE,Feature25-A,Feature26-A,12,109.47,30.64,19.63,81.27,6.985541724,6.985541724,0,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,346,204,9,0
20,33.9,71.3,Feature3-C,Feature4-C,6,9,7,7,5,5,7,5,10,7,5,38.1,71.2,5,29,29,0,458,Feature23-A,FALSE,Feature25-A,Feature26-A,12,109.47,30.64,19.63,81.27,5.236248941,6.871870464,1.635621524,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,346,204,9,0
21,37,69.6,Feature3-B,Feature4-B,7,5,5,5,5,5,12,5,5,5,8,38.3,70.5,5,26,25,1,458,Feature23-A,FALSE,Feature25-A,Feature26-A,12,109.47,30.64,19.63,81.27,5.661417349,6.602790607,0.941373257,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.5,261.6,48.9,18.3,273,516,3.01,69.8,0.094,1.0069,18.6363,57.5,31.1994,3.4666,1.1915,2.0707,18.6363,3.4666,34.4,2.2751,0.013,0.2044,48.1,484,15.4,0.376,69.6,0.094,0.2499,0,3.4575,3.4598,0.065,0.0006,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,346,204,9,0
30,41.9,69.8,Feature3-A,Feature4-A,5,37,5,9,6,30,9,5,5,5,5,46.88,70.02,5,26,26,0,504,Feature23-A,FALSE,Feature25-A,Feature26-A,14,173.82,95.04,19.63,25.75,7.561701746,9.321238264,1.759536519,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.3,284.3,47.6,18,295.2,540,2.94,69.8,0.0918,0.9959,18.7539,57.8,30.9156,3.4351,1.1497,2.0838,18.7539,3.4351,33.5,2.2854,0.0127,0.2016,48.6,497,16.4,0.364,69.5,0.091,0.2499,0,3.437,3.4413,0.125,0.0012,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,34,334,201,8,0
20,42.1,69.9,Feature3-B,Feature4-B,6,8,6,5,8,6,9,17,6,5,6,41.9,71,5,27,27,0,504,Feature23-A,FALSE,Feature25-A,Feature26-A,14,173.82,95.04,19.63,25.75,7.681029233,8.159296031,0.478266799,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.3,284.3,47.6,18,295.2,540,2.94,69.8,0.0918,0.9959,18.7539,57.8,30.9156,3.4351,1.1497,2.0838,18.7539,3.4351,33.5,2.2854,0.0127,0.2016,48.6,497,16.4,0.364,69.5,0.091,0.2499,0,3.437,3.4413,0.125,0.0012,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,34,334,201,8,0
24,41.2,69.4,Feature3-E,Feature4-G,5,7,5,5,5,5,5,5,5,6,5,42.5,70,5,27,27,0,504,Feature23-A,FALSE,Feature25-A,Feature26-A,14,173.82,95.04,19.63,25.75,7.117237639,7.869069424,0.751831785,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.3,284.3,47.6,18,295.2,540,2.94,69.8,0.0918,0.9959,18.7539,57.8,30.9156,3.4351,1.1497,2.0838,18.7539,3.4351,33.5,2.2854,0.0127,0.2016,48.6,497,16.4,0.364,69.5,0.091,0.2499,0,3.437,3.4413,0.125,0.0012,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,34,334,201,8,1
25,43.8,70.1,Feature3-D,Feature4-E,7,5,7,6,5,11,5,8,7,11,6,43.3,70.5,5,27,27,0,504,Feature23-A,FALSE,Feature25-A,Feature26-A,14,173.82,95.04,19.63,25.75,8.360427948,8.391960763,0.031532815,19.0173,25.4503,25.28,3.55,103.1,49.2,461,1.81,70.6,0.1125,1.0031,0,3.0476,5.1276,40.6,47.6,1.009,312,8.3,0.56,69,0.112,0.25,0,0,0,4.3529,2.2093,2.1437,0.38,3.4355,1.2918,19.1388,24.5276,21.97,5.2,168.2,51,5.4,175.9,750,1.7,68.6,0.1062,1.0065,0,0,31.6355,29.4436,2.54,2.1919,47.8,3.2512,1.8004,1.4447,1.21,1.0593,49.6,2.2093,4.3529,37.56,3.4355,48.1,492,13.8,0.43,68.6,0.107,0.2495,17.3,284.3,47.6,18,295.2,540,2.94,69.8,0.0918,0.9959,18.7539,57.8,30.9156,3.4351,1.1497,2.0838,18.7539,3.4351,33.5,2.2854,0.0127,0.2016,48.6,497,16.4,0.364,69.5,0.091,0.2499,0,3.437,3.4413,0.125,0.0012,11.9121,15.507,23.18,102,2.0165,4.3874,54,1.7345,1.9391,10.55,34,334,201,8,1
