P1,E1,E2,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,E3,E4,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24S,M1S,M2,M3,M4,E5S,E6S,E7,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119S,M120,M121S,Target
20,42.1,72,Feature3-C,Feature4-D,5,5,5,5,5,5,5,5,5,5,5,46.1,71.7,5,27,27,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,43,55.91,211.57,45.34,132.12,8.727076181,9.918764869,1.191688688,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,339.81,198.0576,8,1
21,43.3,71.8,Feature3-A,Feature4-A,5,5,5,14,5,5,6,5,8,16,5,47.1,71.3,5,26,25,1,505,Feature23-A,FALSE,Feature25-A,Feature26-A,43,55.91,211.57,45.34,132.12,9.041463972,10.03613091,0.99466694,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,339.81,198.0576,8,0
21,41.7,72.7,Feature3-D,Feature4-E,6,7,7,8,10,6,7,6,7,6,6,45.8,71.5,5,27,27,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,43,55.91,211.57,45.34,132.12,8.93471495,9.721324191,0.786609241,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,339.81,198.0576,8,0
20,41.6,72.5,Feature3-C,Feature4-C,5,10,6,7,16,7,7,6,17,39,11,45.8,71.5,5,26,26,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,43,55.91,211.57,45.34,132.12,8.799920691,9.721324191,0.9214035,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,339.81,198.0576,8,0
23,41.7,72.3,Feature3-C,Feature4-F,5,5,6,11,5,5,5,5,6,8,10,45.7,71.5,5,27,27,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,43,55.91,211.57,45.34,132.12,8.735835851,9.688918029,0.953082178,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,339.81,198.0576,8,0
26,45.9,72.3,Feature3-E,Feature4-G,6,5,6,6,5,6,5,5,5,7,5,43.9,72.2,5,26,26,0,481,Feature23-A,FALSE,Feature25-A,Feature26-A,14,55.91,211.57,45.34,132.12,10.15580625,9.444700208,-0.711106043,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,339.81,198.0576,8,0
20,42,71.9,Feature3-C,Feature4-D,5,5,5,5,5,5,5,5,6,5,5,43.8,72.9,5,26,26,0,426,Feature23-A,FALSE,Feature25-B,Feature26-A,10,55.91,211.57,45.34,132.12,8.642307891,9.760891452,1.118583561,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,339.81,198.0576,8,0
20,41.8,72,Feature3-A,Feature4-A,7,5,5,5,5,5,5,7,5,38,5,40.6,72.9,5,27,27,0,475,Feature23-A,FALSE,Feature25-A,Feature26-A,26,55.91,211.57,8,132.12,8.62186828,8.640373854,0.018505575,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.9805,1.7897,2.1909,0.39,3.6066,1.4157,19.8676,24.6958,19.55,5.4,177.6,47.5,5,165,747,1.62,69.1,0.101,1.0016,0,0,32.0407,29.8472,2.54,2.1936,53.8,3.1155,1.9414,1.5107,1.21,0.922,53.2,1.7897,3.9805,39.17,3.6066,46.4,455,13.4,0.4,69.5,0.101,0.2515,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
20,39.9,73.3,Feature3-E,Feature4-G,7,8,6,6,5,7,7,7,9,5,5,41.6,72.3,5,26,26,0,475,Feature23-A,FALSE,Feature25-A,Feature26-A,26,55.91,211.57,8,132.12,8.582675239,8.700502469,0.117827229,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.9805,1.7897,2.1909,0.39,3.6066,1.4157,19.8676,24.6958,19.55,5.4,177.6,47.5,5,165,747,1.62,69.1,0.101,1.0016,0,0,32.0407,29.8472,2.54,2.1936,53.8,3.1155,1.9414,1.5107,1.21,0.922,53.2,1.7897,3.9805,39.17,3.6066,46.4,455,13.4,0.4,69.5,0.101,0.2515,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
22,39.9,73.3,Feature3-B,Feature4-B,7,7,7,7,6,6,10,7,7,5,8,41.3,72.3,5,26,26,0,475,Feature23-A,FALSE,Feature25-A,Feature26-A,26,55.91,211.57,45.34,132.12,8.582675239,8.59404725,0.011372011,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
20,40.2,70,Feature3-C,Feature4-F,5,5,8,5,5,5,5,5,5,6,8,40.3,73,5,26,26,0,475,Feature23-A,FALSE,Feature25-A,Feature26-A,26,55.91,211.57,45.34,132.12,7.058006416,8.58085789,1.522851475,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
23,40.3,73.2,Feature3-D,Feature4-E,11,6,10,5,23,6,7,6,57,9,6,41.5,72.3,6,27,27,0,475,Feature23-A,FALSE,Feature25-A,Feature26-A,26,55.91,211.57,45.34,132.12,8.679891425,8.665093472,-0.014797952,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
30,39.9,73.4,Feature3-C,Feature4-D,7,5,5,5,5,6,6,5,6,7,5,41.3,72.4,5,28,28,0,475,Feature23-A,FALSE,Feature25-A,Feature26-A,26,55.91,211.57,45.34,132.12,8.632130909,8.64371783,0.01158692,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
54,39,72.7,Feature3-A,Feature4-A,7,7,5,6,5,5,5,5,5,6,5,42.2,72.1,5,27,27,0,426,Feature23-A,FALSE,Feature25-B,Feature26-A,10,55.91,211.57,45.34,132.12,7.95165049,8.81179427,0.860143779,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,1
20,38.9,72.7,Feature3-C,Feature4-C,5,5,5,5,13,6,5,6,7,5,5,40,73.3,5,27,27,0,426,Feature23-A,FALSE,Feature25-B,Feature26-A,10,55.91,211.57,45.34,132.12,7.914090685,8.61947973,0.705389045,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
21,37.9,73.5,Feature3-C,Feature4-F,7,6,6,7,10,7,5,8,8,34,8,40.1,73.4,5,26,26,0,426,Feature23-B,TRUE,Feature25-B,Feature26-A,10,55.91,211.57,45.34,132.12,7.927148297,8.705685529,0.778537232,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,1
21,40.2,72.6,Feature3-C,Feature4-C,13,5,24,5,5,6,6,6,5,5,6,41.1,72.1,5,26,26,0,475,Feature23-A,FALSE,Feature25-A,Feature26-A,26,55.91,211.57,45.34,132.12,8.346294677,8.423398887,0.077104211,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.6394,1.4407,2.1987,0.4,3.6389,1.4403,20.3238,25.6558,20.78,5.2,167.6,46.5,5,162.4,729,1.68,69.7,0.1045,1.0044,0,0,32.0603,29.8457,2.54,2.2146,51.6,3.2305,1.9133,1.542,1.21,1.016,51,1.4407,3.6394,39.56,3.6389,46.6,473,13.5,0.42,70.5,0.104,0.2528,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,36,338.64,196.9812,8,0
20,38.9,72.6,Feature3-D,Feature4-E,5,5,5,5,5,5,5,5,5,5,5,40.3,73,5,28,28,0,426,Feature23-A,FALSE,Feature25-B,Feature26-A,10,55.91,211.57,8,43.55,7.86475538,8.58085789,0.71610251,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.9805,1.7897,2.1909,0.39,3.6066,1.4157,19.8676,24.6958,19.55,5.4,177.6,47.5,5,165,747,1.62,69.1,0.101,1.0016,0,0,32.0407,29.8472,2.54,2.1936,53.8,3.1155,1.9414,1.5107,1.21,0.922,53.2,1.7897,3.9805,39.17,3.6066,46.4,455,13.4,0.4,69.5,0.101,0.2515,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,35,331.86,196.9812,8,1
20,36,73.5,Feature3-C,Feature4-F,6,7,5,8,5,35,5,5,10,5,5,37,71.8,5,26,26,0,476,Feature23-B,TRUE,Feature25-A,Feature26-A,43,55.91,211.57,8,43.55,7.176881588,6.741950583,-0.434931005,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.9805,1.7897,2.1909,0.39,3.6066,1.4157,19.8676,24.6958,19.55,5.4,177.6,47.5,5,165,747,1.62,69.1,0.101,1.0016,0,0,32.0407,29.8472,2.54,2.1936,53.8,3.1155,1.9414,1.5107,1.21,0.922,53.2,1.7897,3.9805,39.17,3.6066,46.4,455,13.4,0.4,69.5,0.101,0.2515,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,35,331.86,196.9812,8,0
20,36,73.5,Feature3-E,Feature4-G,6,7,38,18,5,7,7,6,5,6,6,36.1,73,5,27,27,0,476,Feature23-A,FALSE,Feature25-A,Feature26-A,43,55.91,211.57,8,43.55,7.176881588,6.972662338,-0.20421925,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.9805,1.7897,2.1909,0.39,3.6066,1.4157,19.8676,24.6958,19.55,5.4,177.6,47.5,5,165,747,1.62,69.1,0.101,1.0016,0,0,32.0407,29.8472,2.54,2.1936,53.8,3.1155,1.9414,1.5107,1.21,0.922,53.2,1.7897,3.9805,39.17,3.6066,46.4,455,13.4,0.4,69.5,0.101,0.2515,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,35,331.86,196.9812,8,0
20,38.9,72.6,Feature3-C,Feature4-D,5,5,5,5,5,5,6,5,6,40,7,40.2,72.8,5,27,27,0,426,Feature23-A,FALSE,Feature25-B,Feature26-A,10,55.91,211.57,8,43.55,7.86475538,8.445321652,0.580566272,19.18038182,25.57179,24.868,3.728,103.13,46.85555556,466.2222222,1.739,70.66666667,0.1087,1.001444444,93.4,3.0083,5.0065,39.9,46.71,1.011,320.5,8.66,0.552777778,70.57777778,0.1104,0.2511,5.0065,5.2108,3.92,3.9805,1.7897,2.1909,0.39,3.6066,1.4157,19.8676,24.6958,19.55,5.4,177.6,47.5,5,165,747,1.62,69.1,0.101,1.0016,0,0,32.0407,29.8472,2.54,2.1936,53.8,3.1155,1.9414,1.5107,1.21,0.922,53.2,1.7897,3.9805,39.17,3.6066,46.4,455,13.4,0.4,69.5,0.101,0.2515,16.4,267.2,47.8,16.8,274.5,436,3.36,69.4,0.1045,0.754,18.2898,58.4,31.3569,3.4841,1.247,2.0322,18.2898,3.4841,35.8,2.2371,0.013,0.2049,46.3,512,14.6,0.416,69.3,0.104,0.2536,1.3209,2.2105,2.2114,0.101,0.001,12.5245,15.9724,21.59,109,2.0591,4.5269,54,1.7941,2.0144,10.94,35,331.86,196.9812,8,0
